ubigeo;codigo;nombre;id_padre;usuario_crea;fecha_crea
40501;300395;Municipalidad Provincial de Caylloma - Chivay;41;1;01-08-2025
40502;300396;Municipalidad Distrital de Achoma;41;1;01-08-2025
40503;300397;Municipalidad Distrital de Cabanaconde;41;1;01-08-2025
40504;300398;Municipalidad Distrital de Callalli;41;1;01-08-2025
40505;300399;Municipalidad Distrital de Caylloma;41;1;01-08-2025
40506;300400;Municipalidad Distrital de Coporaque;41;1;01-08-2025
40507;300401;Municipalidad Distrital de Huambo;41;1;01-08-2025
40508;300402;Municipalidad Distrital de Huanca;41;1;01-08-2025
40509;300403;Municipalidad Distrital de Ichupampa;41;1;01-08-2025
40510;300404;Municipalidad Distrital de Lari;41;1;01-08-2025
40511;300405;Municipalidad Distrital de Lluta;41;1;01-08-2025
40512;300406;Municipalidad Distrital de Maca;41;1;01-08-2025
40513;300407;Municipalidad Distrital de Madrigal;41;1;01-08-2025
40514;300408;Municipalidad Distrital de San Antonio de Chuca;41;1;01-08-2025
40515;300409;Municipalidad Distrital de Sibayo;41;1;01-08-2025
40516;300410;Municipalidad Distrital de Tapay;41;1;01-08-2025
40517;300411;Municipalidad Distrital de Tisco;41;1;01-08-2025
40518;300412;Municipalidad Distrital de Tuti;41;1;01-08-2025
40519;300413;Municipalidad Distrital de Yanque;41;1;01-08-2025
40520;300414;Municipalidad Distrital de Majes;41;1;01-08-2025
40601;300415;Municipalidad Provincial de Condesuyos - Chuquibamba;41;1;01-08-2025
40602;300416;Municipalidad Distrital de Andaray;41;1;01-08-2025
40603;300417;Municipalidad Distrital de Cayarani;41;1;01-08-2025
40604;300418;Municipalidad Distrital de Chichas;41;1;01-08-2025
40605;300419;Municipalidad Distrital de Iray;41;1;01-08-2025
40606;300420;Municipalidad Distrital de Rio Grande;41;1;01-08-2025
40607;300421;Municipalidad Distrital de Salamanca;41;1;01-08-2025
40608;300422;Municipalidad Distrital de Yanaquihua;41;1;01-08-2025
40701;300423;Municipalidad Provincial de Islay - Mollendo;41;1;01-08-2025
40702;300424;Municipalidad Distrital de Cocachacra;41;1;01-08-2025
40703;300425;Municipalidad Distrital de Dean Valdivia;41;1;01-08-2025
40704;300426;Municipalidad Distrital de Islay;41;1;01-08-2025
40705;300427;Municipalidad Distrital de Mejia;41;1;01-08-2025
40706;300428;Municipalidad Distrital de Punta de Bombon;41;1;01-08-2025
40801;300429;Municipalidad Provincial de la Union - Cotahuasi;41;1;01-08-2025
40802;300430;Municipalidad Distrital de Alca;41;1;01-08-2025
40803;300431;Municipalidad Distrital de Charcana;41;1;01-08-2025
40804;300432;Municipalidad Distrital de Huaynacotas;41;1;01-08-2025
40805;300433;Municipalidad Distrital de Pampamarca;41;1;01-08-2025
40806;300434;Municipalidad Distrital de Puyca;41;1;01-08-2025
40807;300435;Municipalidad Distrital de Quechualla;41;1;01-08-2025
40808;300436;Municipalidad Distrital de Sayla;41;1;01-08-2025
40809;300437;Municipalidad Distrital de Tauria;41;1;01-08-2025
40810;300438;Municipalidad Distrital de Tomepampa;41;1;01-08-2025
40811;300439;Municipalidad Distrital de Toro;41;1;01-08-2025
50101;300440;Municipalidad Provincial de Huamanga;41;1;01-08-2025
50102;300441;Municipalidad Distrital de Acocro;41;1;01-08-2025
50103;300442;Municipalidad Distrital de Acos Vinchos;41;1;01-08-2025
50104;300443;Municipalidad Distrital de Carmen Alto;41;1;01-08-2025
50105;300444;Municipalidad Distrital de Chiara;41;1;01-08-2025
50106;300445;Municipalidad Distrital de Ocros;41;1;01-08-2025
50107;300446;Municipalidad Distrital de Pacaicasa;41;1;01-08-2025
50108;300447;Municipalidad Distrital de Quinua;41;1;01-08-2025
50109;300448;Municipalidad Distrital de San José de Ticllas;41;1;01-08-2025
50110;300449;Municipalidad Distrital de San Juan Bautista;41;1;01-08-2025
50111;300450;Municipalidad Distrital de Santiago de Pischa;41;1;01-08-2025
50112;300451;Municipalidad Distrital de Socos;41;1;01-08-2025
50113;300452;Municipalidad Distrital de Tambillo;41;1;01-08-2025
50114;300453;Municipalidad Distrital de Vinchos;41;1;01-08-2025
50115;301830;Municipalidad Distrital Jesus Nazareno;41;1;01-08-2025
50116;301852;Municipalidad Distrital de Andres Avelino Caceres Dorregaray;41;1;01-08-2025
50201;300454;Municipalidad Provincial de Cangallo;41;1;01-08-2025
50202;300455;Municipalidad Distrital de Chuschi;41;1;01-08-2025
50203;300456;Municipalidad Distrital de los Morochucos;41;1;01-08-2025
50204;300457;Municipalidad Distrital de Maria Parado de Bellido;41;1;01-08-2025
50205;300458;Municipalidad Distrital de Paras;41;1;01-08-2025
50206;300459;Municipalidad Distrital de Totos;41;1;01-08-2025
50301;300460;Municipalidad Provincial de Huanca Sancos - Sancos;41;1;01-08-2025
50302;300461;Municipalidad Distrital de Carapo;41;1;01-08-2025
50303;300462;Municipalidad Distrital de Sacsamarca;41;1;01-08-2025
50304;300463;Municipalidad Distrital de Santiago de Lucanamarca;41;1;01-08-2025
50401;300464;Municipalidad Provincial de Huanta;41;1;01-08-2025
50402;300465;Municipalidad Distrital de Ayahuanco;41;1;01-08-2025
50403;300466;Municipalidad Distrital de Huamanguilla;41;1;01-08-2025
50404;300467;Municipalidad Distrital de Iguain;41;1;01-08-2025
50405;300468;Municipalidad Distrital de Luricocha;41;1;01-08-2025
50406;300469;Municipalidad Distrital de Santillana;41;1;01-08-2025
50407;300470;Municipalidad Distrital de Sivia;41;1;01-08-2025
50408;301837;Municipalidad Distrital de Llochegua;41;1;01-08-2025
50409;301850;Municipalidad Distrital de Canayre;41;1;01-08-2025
50410;301862;Municipalidad Distrital de Uchuraccay;41;1;01-08-2025
50411;301866;Municipalidad Distrital de Pucacolpa;41;1;01-08-2025
50412;301874;Municipalidad Distrital de Chaca;41;1;01-08-2025
50413;301888;Municipalidad Distrital de Putis;41;1;01-08-2025
50501;300471;Municipalidad Provincial de la Mar - San Miguel;41;1;01-08-2025
50502;300472;Municipalidad Distrital de Anco;41;1;01-08-2025
50503;300473;Municipalidad Distrital de Ayna;41;1;01-08-2025
50504;300474;Municipalidad Distrital de Chilcas;41;1;01-08-2025
50505;300475;Municipalidad Distrital de Chungui;41;1;01-08-2025
50506;300476;Municipalidad Distrital de Luis Carranza;41;1;01-08-2025
50507;300477;Municipalidad Distrital de Santa Rosa;41;1;01-08-2025
50508;300478;Municipalidad Distrital de Tambo;41;1;01-08-2025
50509;301848;Municipalidad Distrital de Samugari;41;1;01-08-2025
50510;301851;Municipalidad Distrital de Anchihuay;41;1;01-08-2025
50511;301882;Municipalidad Distrital de Oronccoy;41;1;01-08-2025
50512;301889;Municipalidad Distrital de Union Progreso;41;1;01-08-2025
50513;301890;Municipalidad Distrital de Rio Magdalena;41;1;01-08-2025
50514;301891;Municipalidad Distrital de Ninabamba;41;1;01-08-2025
50515;301892;Municipalidad Distrital de Patibamba;41;1;01-08-2025
50601;300479;Municipalidad Provincial de Lucanas - Puquio;41;1;01-08-2025
50602;300480;Municipalidad Distrital de Aucara;41;1;01-08-2025
50603;300481;Municipalidad Distrital de Cabana;41;1;01-08-2025
50604;300482;Municipalidad Distrital de Carmen Salcedo;41;1;01-08-2025
50605;300483;Municipalidad Distrital de Chaviña;41;1;01-08-2025
50606;300484;Municipalidad Distrital de Chipao;41;1;01-08-2025
50607;300485;Municipalidad Distrital de Huac - Huas;41;1;01-08-2025
50608;300486;Municipalidad Distrital de Laramate;41;1;01-08-2025
50609;300487;Municipalidad Distrital de Leoncio Prado;41;1;01-08-2025
50610;300488;Municipalidad Distrital de Llauta;41;1;01-08-2025
50611;300489;Municipalidad Distrital de Lucanas;41;1;01-08-2025
50612;300490;Municipalidad Distrital de Ocaña;41;1;01-08-2025
50613;300491;Municipalidad Distrital de Otoca;41;1;01-08-2025
50614;300492;Municipalidad Distrital de Saisa;41;1;01-08-2025
50615;300493;Municipalidad Distrital de San Cristobal;41;1;01-08-2025
50616;300494;Municipalidad Distrital de San Juan;41;1;01-08-2025
50617;300495;Municipalidad Distrital de San Pedro;41;1;01-08-2025
50618;300496;Municipalidad Distrital de San Pedro de Palco;41;1;01-08-2025
50619;300497;Municipalidad Distrital de Sancos;41;1;01-08-2025
50620;300498;Municipalidad Distrital de Santa Ana de Huaycahuacho;41;1;01-08-2025
50621;300499;Municipalidad Distrital de Santa Lucia;41;1;01-08-2025
50701;300500;Municipalidad Provincial de Parinacochas - Coracora;41;1;01-08-2025
50702;300501;Municipalidad Distrital de Chumpi;41;1;01-08-2025
50703;300502;Municipalidad Distrital de Coronel Castañeda;41;1;01-08-2025
50704;300503;Municipalidad Distrital de Pacapausa;41;1;01-08-2025
50705;300504;Municipalidad Distrital de Pullo;41;1;01-08-2025
50706;300505;Municipalidad Distrital de Puyusca;41;1;01-08-2025
50707;300506;Municipalidad Distrital de San Francisco de Rivacayco;41;1;01-08-2025
50708;300507;Municipalidad Distrital de Upahuacho;41;1;01-08-2025
50801;300508;Municipalidad Provincial de Paucar del Sara Sara - Pausa;41;1;01-08-2025
50802;300509;Municipalidad Distrital de Colta;41;1;01-08-2025
50803;300510;Municipalidad Distrital de Corculla;41;1;01-08-2025
50804;300511;Municipalidad Distrital de Lampa;41;1;01-08-2025
50805;300512;Municipalidad Distrital de Marcabamba;41;1;01-08-2025
50806;300513;Municipalidad Distrital de Oyolo;41;1;01-08-2025
50807;300514;Municipalidad Distrital de Pararca;41;1;01-08-2025
50808;300515;Municipalidad Distrital de San Javier de Alpabamba;41;1;01-08-2025
50809;300516;Municipalidad Distrital de San José de Ushua;41;1;01-08-2025
50810;300517;Municipalidad Distrital de Sara Sara;41;1;01-08-2025
50901;300518;Municipalidad Provincial de Sucre - Querobamba;41;1;01-08-2025
50902;300519;Municipalidad Distrital de Belen;41;1;01-08-2025
50903;300520;Municipalidad Distrital de Chalcos;41;1;01-08-2025
50904;300521;Municipalidad Distrital de Chilcayoc;41;1;01-08-2025
50905;300522;Municipalidad Distrital de Huacaña;41;1;01-08-2025
50906;300523;Municipalidad Distrital de Morcolla;41;1;01-08-2025
50907;300524;Municipalidad Distrital de Paico;41;1;01-08-2025
50908;300525;Municipalidad Distrital de San Pedro de Larcay;41;1;01-08-2025
50909;300526;Municipalidad Distrital de San Salvador de Quije;41;1;01-08-2025
50910;300527;Municipalidad Distrital de Santiago de Paucaray;41;1;01-08-2025
50911;300528;Municipalidad Distrital de Soras;41;1;01-08-2025
51001;300529;Municipalidad Provincial de Victor Fajardo - Huancapi;41;1;01-08-2025
51002;300530;Municipalidad Distrital de Alcamenca;41;1;01-08-2025
51003;300531;Municipalidad Distrital de Apongo;41;1;01-08-2025
51004;300532;Municipalidad Distrital de Asquipata;41;1;01-08-2025
51005;300533;Municipalidad Distrital de Canaria;41;1;01-08-2025
51006;300534;Municipalidad Distrital de Cayara;41;1;01-08-2025
51007;300535;Municipalidad Distrital de Colca;41;1;01-08-2025
51008;300536;Municipalidad Distrital de Huamanquiquia;41;1;01-08-2025
51009;300537;Municipalidad Distrital de Huancaraylla;41;1;01-08-2025
51010;300538;Municipalidad Distrital de Hualla;41;1;01-08-2025
51011;300539;Municipalidad Distrital de Sarhua;41;1;01-08-2025
51012;300540;Municipalidad Distrital de Vilcanchos;41;1;01-08-2025
51101;300541;Municipalidad Provincial de Vilcas Huaman;41;1;01-08-2025
51102;300542;Municipalidad Distrital de Accomarca;41;1;01-08-2025
51103;300543;Municipalidad Distrital de Carhuanca;41;1;01-08-2025
51104;300544;Municipalidad Distrital de Concepcion;41;1;01-08-2025
51105;300545;Municipalidad Distrital de Huambalpa;41;1;01-08-2025
51106;300546;Municipalidad Distrital de Independencia;41;1;01-08-2025
51107;300547;Municipalidad Distrital de Saurama;41;1;01-08-2025
51108;300548;Municipalidad Distrital de Vischongo;41;1;01-08-2025
60101;300549;Municipalidad Provincial de Cajamarca;41;1;01-08-2025
60102;300550;Municipalidad Distrital de Asuncion;41;1;01-08-2025
60103;300551;Municipalidad Distrital de Chetilla;41;1;01-08-2025
60104;300552;Municipalidad Distrital de Cospan;41;1;01-08-2025
60105;300553;Municipalidad Distrital de Encañada;41;1;01-08-2025
60106;300554;Municipalidad Distrital de Jesus;41;1;01-08-2025
60107;300555;Municipalidad Distrital de Llacanora;41;1;01-08-2025
60108;300556;Municipalidad Distrital de los Baños del Inca;41;1;01-08-2025
60109;300557;Municipalidad Distrital de Magdalena;41;1;01-08-2025
60110;300558;Municipalidad Distrital de Matara;41;1;01-08-2025
60111;300559;Municipalidad Distrital de Namora;41;1;01-08-2025
60112;300560;Municipalidad Distrital de San Juan;41;1;01-08-2025
60201;300562;Municipalidad Provincial de Cajabamba;41;1;01-08-2025
60202;300563;Municipalidad Distrital de Cachachi;41;1;01-08-2025
60203;300564;Municipalidad Distrital de Condebamba;41;1;01-08-2025
60204;300565;Municipalidad Distrital de Sitacocha;41;1;01-08-2025
60301;300566;Municipalidad Provincial de Celendin;41;1;01-08-2025
60302;300567;Municipalidad Distrital de Chumuch;41;1;01-08-2025
60303;300568;Municipalidad Distrital de Cortegana;41;1;01-08-2025
60304;300569;Municipalidad Distrital de Huasmin;41;1;01-08-2025
60305;300570;Municipalidad Distrital de Jorge Chavez;41;1;01-08-2025
60306;300571;Municipalidad Distrital de José Galvez;41;1;01-08-2025
60307;300572;Municipalidad Distrital de Miguel Iglesias;41;1;01-08-2025
60308;300573;Municipalidad Distrital de Oxamarca;41;1;01-08-2025
60309;300574;Municipalidad Distrital de Sorochuco;41;1;01-08-2025
60310;300575;Municipalidad Distrital de Sucre;41;1;01-08-2025
60311;300576;Municipalidad Distrital de Utco;41;1;01-08-2025
60312;300577;Municipalidad Distrital de la Libertad de Pallan;41;1;01-08-2025
60401;300578;Municipalidad Provincial de Chota;41;1;01-08-2025
60402;300579;Municipalidad Distrital de Anguia;41;1;01-08-2025
60403;300580;Municipalidad Distrital de Chadin;41;1;01-08-2025
60404;300581;Municipalidad Distrital de Chiguirip;41;1;01-08-2025
60405;300582;Municipalidad Distrital de Chimban;41;1;01-08-2025
60406;300583;Municipalidad Distrital de Choropampa;41;1;01-08-2025
60407;300584;Municipalidad Distrital de Cochabamba;41;1;01-08-2025
60408;300585;Municipalidad Distrital de Conchan;41;1;01-08-2025
60409;300586;Municipalidad Distrital de Huambos;41;1;01-08-2025
60410;300587;Municipalidad Distrital de Lajas;41;1;01-08-2025
60411;300588;Municipalidad Distrital de Llama;41;1;01-08-2025
60412;300589;Municipalidad Distrital de Miracosta;41;1;01-08-2025
60413;300590;Municipalidad Distrital de Paccha;41;1;01-08-2025
60414;300591;Municipalidad Distrital de Pion;41;1;01-08-2025
60415;300592;Municipalidad Distrital de Querocoto;41;1;01-08-2025
60416;300593;Municipalidad Distrital de San Juan de Licupis;41;1;01-08-2025
60417;300594;Municipalidad Distrital de Tacabamba;41;1;01-08-2025
60418;300595;Municipalidad Distrital de Tocmoche;41;1;01-08-2025
60419;300596;Municipalidad Distrital de Chalamarca;41;1;01-08-2025
60501;300597;Municipalidad Provincial de Contumaza;41;1;01-08-2025
60502;300598;Municipalidad Distrital de Chilete;41;1;01-08-2025
60503;300599;Municipalidad Distrital de Cupisnique;41;1;01-08-2025
60504;300600;Municipalidad Distrital de Guzmango;41;1;01-08-2025
60505;300601;Municipalidad Distrital de San Benito;41;1;01-08-2025
60506;300602;Municipalidad Distrital de Santa Cruz de Toledo;41;1;01-08-2025
60507;300603;Municipalidad Distrital de Tantarica;41;1;01-08-2025
60508;300604;Municipalidad Distrital de Yonan;41;1;01-08-2025
60601;300605;Municipalidad Provincial de Cutervo;41;1;01-08-2025
60602;300606;Municipalidad Distrital de Callayuc;41;1;01-08-2025
60603;300607;Municipalidad Distrital de Choros;41;1;01-08-2025
60604;300608;Municipalidad Distrital de Cujillo;41;1;01-08-2025
60605;300609;Municipalidad Distrital de la Ramada;41;1;01-08-2025
60606;300610;Municipalidad Distrital de Pimpingos;41;1;01-08-2025
60607;300611;Municipalidad Distrital de Querocotillo;41;1;01-08-2025
60608;300612;Municipalidad Distrital de San Andrés de Cutervo;41;1;01-08-2025
60609;300613;Municipalidad Distrital de San Juan de Cutervo;41;1;01-08-2025
60610;300614;Municipalidad Distrital de San Luis de Lucma;41;1;01-08-2025
60611;300615;Municipalidad Distrital de Santa Cruz;41;1;01-08-2025
60612;300616;Municipalidad Distrital de Santo Domingo de la Capilla;41;1;01-08-2025
60613;300617;Municipalidad Distrital de Santo Tomas;41;1;01-08-2025
60614;300618;Municipalidad Distrital de Socota;41;1;01-08-2025
60615;300619;Municipalidad Distrital de Toribio Casanova;41;1;01-08-2025
60701;300620;Municipalidad Provincial de Hualgayoc - Bambamarca;41;1;01-08-2025
60702;300621;Municipalidad Distrital de Chugur;41;1;01-08-2025
60703;300622;Municipalidad Distrital de Hualgayoc;41;1;01-08-2025
60801;300623;Municipalidad Provincial de Jaen;41;1;01-08-2025
60802;300624;Municipalidad Distrital de Bellavista;41;1;01-08-2025
60803;300625;Municipalidad Distrital de Chontali;41;1;01-08-2025
60804;300626;Municipalidad Distrital de Colasay;41;1;01-08-2025
60805;300627;Municipalidad Distrital de Huabal;41;1;01-08-2025
60806;300628;Municipalidad Distrital de las Pirias;41;1;01-08-2025
60807;300629;Municipalidad Distrital de Pomahuaca;41;1;01-08-2025
60808;300630;Municipalidad Distrital de Pucara;41;1;01-08-2025
60809;300631;Municipalidad Distrital de Sallique;41;1;01-08-2025
60810;300632;Municipalidad Distrital de San Felipe;41;1;01-08-2025
60811;300633;Municipalidad Distrital de San José del Alto;41;1;01-08-2025
60812;300634;Municipalidad Distrital de Santa Rosa;41;1;01-08-2025
60901;300635;Municipalidad Provincial de San Ignacio;41;1;01-08-2025
60902;300636;Municipalidad Distrital de Chirinos;41;1;01-08-2025
60903;300637;Municipalidad Distrital de Huarango;41;1;01-08-2025
60904;300638;Municipalidad Distrital de la Coipa;41;1;01-08-2025
60905;300639;Municipalidad Distrital de Namballe;41;1;01-08-2025
60906;300640;Municipalidad Distrital de San José de Lourdes;41;1;01-08-2025
60907;300641;Municipalidad Distrital de Tabaconas;41;1;01-08-2025
61001;300642;Municipalidad Provincial de San Marcos - Pedro Galvez;41;1;01-08-2025
61002;300643;Municipalidad Distrital de Chancay;41;1;01-08-2025
61003;300644;Municipalidad Distrital de Eduardo Villanueva;41;1;01-08-2025
61004;300645;Municipalidad Distrital de Gregorio Pita;41;1;01-08-2025
61005;300646;Municipalidad Distrital de Ichocan;41;1;01-08-2025
61006;300647;Municipalidad Distrital de José Manuel Quiroz;41;1;01-08-2025
61007;300648;Municipalidad Distrital de José Sabogal;41;1;01-08-2025
61101;300649;Municipalidad Provincial de San Miguel;41;1;01-08-2025
61102;300650;Municipalidad Distrital de Bolivar;41;1;01-08-2025
61103;300651;Municipalidad Distrital de Calquis;41;1;01-08-2025
61104;300652;Municipalidad Distrital de Catilluc;41;1;01-08-2025
61105;300653;Municipalidad Distrital de El Prado;41;1;01-08-2025
61106;300654;Municipalidad Distrital de la Florida;41;1;01-08-2025
61107;300655;Municipalidad Distrital de Llapa;41;1;01-08-2025
61108;300656;Municipalidad Distrital de Nanchoc;41;1;01-08-2025
61109;300657;Municipalidad Distrital de Niepos;41;1;01-08-2025
61110;300658;Municipalidad Distrital de San Gregorio;41;1;01-08-2025
61111;300659;Municipalidad Distrital de San Silvestre de Cochan;41;1;01-08-2025
61112;300660;Municipalidad Distrital de Tongod;41;1;01-08-2025
61113;300661;Municipalidad Distrital de Unión Agua Blanca;41;1;01-08-2025
61201;300662;Municipalidad Provincial de San Pablo;41;1;01-08-2025
61202;300663;Municipalidad Distrital de San Bernardino;41;1;01-08-2025
61203;300664;Municipalidad Distrital de San Luis;41;1;01-08-2025
61204;300665;Municipalidad Distrital de Tumbaden;41;1;01-08-2025
61301;300666;Municipalidad Provincial de Santa Cruz;41;1;01-08-2025
61302;300667;Municipalidad Distrital de Andabamba;41;1;01-08-2025
61303;300668;Municipalidad Distrital de Catache;41;1;01-08-2025
61304;300669;Municipalidad Distrital de Chancaybaños;41;1;01-08-2025
61305;300670;Municipalidad Distrital de la Esperanza;41;1;01-08-2025
61306;300671;Municipalidad Distrital de Ninabamba;41;1;01-08-2025
61307;300672;Municipalidad Distrital de Pulan;41;1;01-08-2025
61308;300673;Municipalidad Distrital de Saucepampa;41;1;01-08-2025
61309;300674;Municipalidad Distrital de Sexi;41;1;01-08-2025
61310;300675;Municipalidad Distrital de Uticyacu;41;1;01-08-2025
61311;300676;Municipalidad Distrital de Yauyucan;41;1;01-08-2025
70101;300677;Municipalidad Provincial del Callao;41;1;01-08-2025
70102;300678;Municipalidad Distrital de Bellavista;41;1;01-08-2025
70103;300679;Municipalidad Distrital de Carmen de la Legua Reynoso;41;1;01-08-2025
70104;300680;Municipalidad Distrital de la Perla;41;1;01-08-2025
70105;300681;Municipalidad Distrital de la Punta;41;1;01-08-2025
70106;300682;Municipalidad Distrital de Ventanilla;41;1;01-08-2025
70107;301853;Municipalidad Distrital de Mi Perú;41;1;01-08-2025
80101;300684;Municipalidad Provincial del Cusco;41;1;01-08-2025
80102;300685;Municipalidad Distrital de Ccorcca;41;1;01-08-2025
80103;300686;Municipalidad Distrital de Poroy;41;1;01-08-2025
80104;300687;Municipalidad Distrital de San Jeronimo;41;1;01-08-2025
80105;300688;Municipalidad Distrital de San Sebastián;41;1;01-08-2025
80106;300689;Municipalidad Distrital de Santiago;41;1;01-08-2025
80107;300690;Municipalidad Distrital de Saylla;41;1;01-08-2025
80108;300691;Municipalidad Distrital de Wanchaq;41;1;01-08-2025
80201;300692;Municipalidad Provincial de Acomayo;41;1;01-08-2025
80202;300693;Municipalidad Distrital de Acopia;41;1;01-08-2025
80203;300694;Municipalidad Distrital de Acos;41;1;01-08-2025
80204;300695;Municipalidad Distrital de Mosoc Llacta;41;1;01-08-2025
80205;300696;Municipalidad Distrital de Pomacanchi;41;1;01-08-2025
80206;300697;Municipalidad Distrital de Rondocan;41;1;01-08-2025
80207;300698;Municipalidad Distrital de Sangarara;41;1;01-08-2025
80301;300699;Municipalidad Provincial de Anta;41;1;01-08-2025
80302;300700;Municipalidad Distrital de Ancahuasi;41;1;01-08-2025
80303;300701;Municipalidad Distrital de Cachimayo;41;1;01-08-2025
80304;300702;Municipalidad Distrital de Chinchaypujio;41;1;01-08-2025
80305;300703;Municipalidad Distrital de Huarocondo;41;1;01-08-2025
80306;300704;Municipalidad Distrital de Limatambo;41;1;01-08-2025
80307;300705;Municipalidad Distrital de Mollepata;41;1;01-08-2025
80308;300706;Municipalidad Distrital de Pucyura;41;1;01-08-2025
80309;300707;Municipalidad Distrital de Zurite;41;1;01-08-2025
80401;300708;Municipalidad Provincial de Calca;41;1;01-08-2025
80402;300709;Municipalidad Distrital de Coya;41;1;01-08-2025
80403;300710;Municipalidad Distrital de Lamay;41;1;01-08-2025
80404;300711;Municipalidad Distrital de Lares;41;1;01-08-2025
80405;300712;Municipalidad Distrital de Pisac;41;1;01-08-2025
80406;300713;Municipalidad Distrital de San Salvador;41;1;01-08-2025
80407;300714;Municipalidad Distrital de Taray;41;1;01-08-2025
80408;300715;Municipalidad Distrital de Yanatile;41;1;01-08-2025
80501;300716;Municipalidad Provincial de Canas - Yanaoca;41;1;01-08-2025
80502;300717;Municipalidad Distrital de Checca;41;1;01-08-2025
80503;300718;Municipalidad Distrital de Kunturkanki;41;1;01-08-2025
80504;300719;Municipalidad Distrital de Langui;41;1;01-08-2025
80505;300720;Municipalidad Distrital de Layo;41;1;01-08-2025
80506;300721;Municipalidad Distrital de Pampamarca;41;1;01-08-2025
80507;300722;Municipalidad Distrital de Quehue;41;1;01-08-2025
80508;300723;Municipalidad Distrital de Tupac Amaru;41;1;01-08-2025
80601;300724;Municipalidad Provincial de Canchis - Sicuani;41;1;01-08-2025
80602;300725;Municipalidad Distrital de Checacupe;41;1;01-08-2025
80603;300726;Municipalidad Distrital de Combapata;41;1;01-08-2025
80604;300727;Municipalidad Distrital de Marangani;41;1;01-08-2025
80605;300728;Municipalidad Distrital de Pitumarca;41;1;01-08-2025
80606;300729;Municipalidad Distrital de San Pablo;41;1;01-08-2025
80607;300730;Municipalidad Distrital de San Pedro;41;1;01-08-2025
80608;300731;Municipalidad Distrital de Tinta;41;1;01-08-2025
80701;300732;Municipalidad Provincial de Chumbivilcas - Santo Tomas;41;1;01-08-2025
80702;300733;Municipalidad Distrital de Capacmarca;41;1;01-08-2025
80703;300734;Municipalidad Distrital de Chamaca;41;1;01-08-2025
80704;300735;Municipalidad Distrital de Colquemarca;41;1;01-08-2025
80705;300736;Municipalidad Distrital de Livitaca;41;1;01-08-2025
80706;300737;Municipalidad Distrital de Llusco;41;1;01-08-2025
80707;300738;Municipalidad Distrital de Quiñota;41;1;01-08-2025
80708;300739;Municipalidad Distrital de Velille;41;1;01-08-2025
80801;300740;Municipalidad Provincial de Espinar;41;1;01-08-2025
80802;300741;Municipalidad Distrital de Condoroma;41;1;01-08-2025
80803;300742;Municipalidad Distrital de Coporaque;41;1;01-08-2025
80804;300743;Municipalidad Distrital de Ocoruro;41;1;01-08-2025
80805;300744;Municipalidad Distrital de Pallpata;41;1;01-08-2025
80806;300745;Municipalidad Distrital de Pichigua;41;1;01-08-2025
80807;300746;Municipalidad Distrital de Suyckutambo;41;1;01-08-2025
80808;300747;Municipalidad Distrital de Alto Pichigua;41;1;01-08-2025
80901;300748;Municipalidad Provincial de la Convención - Santa Ana;41;1;01-08-2025
80902;300749;Municipalidad Distrital de Echarati;41;1;01-08-2025
80903;300750;Municipalidad Distrital de Huayopata;41;1;01-08-2025
80904;300751;Municipalidad Distrital de Maranura;41;1;01-08-2025
80905;300752;Municipalidad Distrital de Ocobamba;41;1;01-08-2025
80906;300753;Municipalidad Distrital de Quellouno;41;1;01-08-2025
80907;300754;Municipalidad Distrital de Quimbiri;41;1;01-08-2025
80908;300755;Municipalidad Distrital de Santa Teresa;41;1;01-08-2025
80909;300756;Municipalidad Distrital de Vilcabamba;41;1;01-08-2025
80910;300757;Municipalidad Distrital de Pichari;41;1;01-08-2025
80911;301859;Municipalidad Distrital de Inkawasi;41;1;01-08-2025
80912;301858;Municipalidad Distrital de Villa Virgen;41;1;01-08-2025
80913;301867;Municipalidad Distrital de Villa Kintiarina;41;1;01-08-2025
80914;301884;Municipalidad Distrital de Megantoni;41;1;01-08-2025
80915;301893;Municipalidad Distrital de Kumpirushiato;41;1;01-08-2025
80916;301894;Municipalidad Distrital de Cielo Punco;41;1;01-08-2025
80917;301895;Municipalidad Distrital de Manitea;41;1;01-08-2025
80918;301902;Municipalidad Distrital de Unión Ashaninka;41;1;01-08-2025
81001;300758;Municipalidad Provincial de Paruro;41;1;01-08-2025
81002;300759;Municipalidad Distrital de Accha;41;1;01-08-2025
81003;300760;Municipalidad Distrital de Ccapi;41;1;01-08-2025
81004;300761;Municipalidad Distrital de Colcha;41;1;01-08-2025
81005;300762;Municipalidad Distrital de Huanoquite;41;1;01-08-2025
81006;300763;Municipalidad Distrital de Omacha;41;1;01-08-2025
81007;300764;Municipalidad Distrital de Paccaritambo;41;1;01-08-2025
81008;300765;Municipalidad Distrital de Pillpinto;41;1;01-08-2025
81009;300766;Municipalidad Distrital de Yaurisque;41;1;01-08-2025
81101;300767;Municipalidad Provincial de Paucartambo;41;1;01-08-2025
81102;300768;Municipalidad Distrital de Caicay;41;1;01-08-2025
81103;300769;Municipalidad Distrital de Challabamba;41;1;01-08-2025
81104;300770;Municipalidad Distrital de Colquepata;41;1;01-08-2025
81105;300771;Municipalidad Distrital de Huancarani;41;1;01-08-2025
81106;300772;Municipalidad Distrital de Kosñipata;41;1;01-08-2025
81201;300773;Municipalidad Provincial de Quispicanchis - Urcos;41;1;01-08-2025
