n_documento,f_documento,f_recepcion,url_documento,usuario_registro,fecha_registro
MEMORANDUM GSTI-402-2021,2021-07-09,2021-07-09,,1,2026-03-27
RESOLUCIÓN N° 073-2018-OSCE-PRE,2018-08-28,2018-08-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e208e22c-c7d0-408a-9c92-ab6d083a6f01/RESOLUCI%c3%93N%20N%c2%b0%20073-2018-OSCE-PRE.pdf,1,2026-03-27
RESOLUCIÓN N° 255-2025-MPP-ALC,2025-05-28,2025-06-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/69092406-e8dc-4a95-a386-f2314e9d10a9/RESOLUCI%c3%93N%20N%c2%b0%20255-2025-MPP-ALC.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL N° 047-2020-OTASS-DE,2020-11-11,2020-11-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4c837c75-540a-483b-aa20-fad41fa4d9eb/RESOLUCI%c3%93N%20DIRECTORAL%20N%c2%b0%20047-2020-OTASS-DE.pdf,1,2026-03-27
GGRL-01710-2022,2022-09-02,2022-09-02,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/29c7d5de-f249-4bc0-b4c4-e890c579fb37/GGRL-01710-2022.pdf,1,2026-03-27
OFICIO N° 329-2025-MPSAP-GM,2025-08-27,2025-08-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e736a898-4fe2-4093-be94-763d1f2a7c69/OFICIO%20N%c2%b0%20329-2025-MPSAP-GM.pdf,1,2026-03-27
OFICIO N° 469-2023-SUNASS-GG,2023-08-14,2025-04-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/67b3f1d7-d128-430e-bf96-3c3e6ea9dc50/OFICIO%20N%c2%b0%20469-2023-SUNASS-GG.pdf,1,2026-03-27
OFICIO N° 000913-2025-GG-PJ,2025-08-27,2025-09-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a9c60c07-f06b-4ec1-9144-e4cca7437a5c/OFICIO%20N%c2%b0%20000913-2025-GG-PJ.pdf,1,2026-03-27
OFICIO N° 000011-2026-SECEJE-DIRTIC-DIVINF-DEPGCD-PNP,2026-01-23,2026-02-17,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/68251444-9d71-4aa3-89ee-90f392cdd807/OFICIO%20N%c2%b0%20000011-2026-SECEJE-DIRTIC-DIVINF-DEPGCD-PNP.pdf,1,2026-03-27
RESOLUCIÓN DE DIRECCIÓN EJECUTIVA N° 000007-2025-INABIF-DE,2025-01-15,2025-01-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/878a9138-b129-4af0-bc37-dc5e6bb58504/RESOLUCI%c3%93N%20DE%20DIRECCI%c3%93N%20EJECUTIVA%20N%c2%b0%20000007-2025-INABIF-DE.pdf,1,2026-03-27
OFICIO N° 000203-2022-MIDIS-PNAEQW-DE,2022-03-01,2022-03-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d26a235f-4607-43e2-848c-89e0b7f5be45/OFICIO%20N%c2%b0%20000203-2022-MIDIS-PNAEQW-DE.pdf,1,2026-03-27
RESOLUCIÓN DE DIRECCIÓN EJECUTIVA N° 135-2017-MIDIS-PNADP-DE,2017-09-05,2017-09-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f4d78e9e-03ec-4e03-be91-d7d988bf81b8/RESOLUCI%c3%93N%20DE%20DIRECCI%c3%93N%20EJECUTIVA%20N%c2%b0%20135-2017-MIDIS-PNADP-DE.pdf,1,2026-03-27
OFICIO N° 000550-2023-MIDIS-PNADP-DE,2023-07-11,2025-06-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1d1901a8-7d6f-414a-af6a-ffefda793026/OFICIO%20N%c2%b0%20000550-2023-MIDIS-PNADP-DE.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL EJECTUVA N° 175-2021-MINEDU-VMGI-PRONABEC,2021-08-13,2021-08-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/604f8dcd-d1bf-46fd-8dcf-9b9786020abe/RESOLUCI%c3%93N%20DIRECTORAL%20EJECTUVA%20N%c2%b0%20175-2021-MINEDU-VMGI-PRONABEC.pdf,1,2026-03-27
OFICIO N° 334 - 2024-MPSM-A,2024-07-18,2024-07-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a5683a05-ffb4-4d50-a490-f2ef381b8e2d/OFICIO%20N%c2%b0%20334%20-%202024-MPSM-A.pdf,1,2026-03-27
OFICIO N° 00267-2025-MINAM-VMDERN-PNCBMCC,2025-09-11,2025-09-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/666900d2-cccc-46e6-add2-23ae25d088e9/OFICIO%20N%c2%b0%2000267-2025-MINAM-VMDERN-PNCBMCC.pdf,1,2026-03-27
RESOLUCIÓN DE DIRECCIÓN EJECUTIVA N° 062-2021-PRODUCE-PROINNOVATE,2021-08-06,2021-08-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/58374ef9-c14f-4b97-b7a4-79092102ae18/RESOLUCI%c3%93N%20DE%20DIRECCI%c3%93N%20EJECUTIVA%20N%c2%b0%20062-2021-PRODUCE-PROINNOVATE.pdf,1,2026-03-27
MEMORANDO N° 0284-2023-MTPE-24-2-1-2,2023-06-26,2023-06-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/cf3a5985-3368-494f-880a-d9cec94c2887/MEMORANDO%20N%c2%b0%200284-2023-MTPE-24-2-1-2.pdf,1,2026-03-27
RESOLUCIÓN DIRECCIÓN EJECUTIVA N° 000069-2023-MIDIS-PNPDS-DE,2023-11-06,2023-11-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1720ad05-121d-43f3-a7ec-2e3289f0fc7d/RESOLUCI%c3%93N%20DIRECCI%c3%93N%20EJECUTIVA%20N%c2%b0%20000069-2023-MIDIS-PNPDS-DE.pdf,1,2026-03-27
RESOLUCIÓN DE COORDINACIÓN GENERAL N° 122-2023-PRONIS-CG,2023-09-06,2023-09-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/cb3bca9f-7459-42fb-ac2e-16e9490e0f55/RESOLUCI%c3%93N%20DE%20COORDINACI%c3%93N%20GENERAL%20N%c2%b0%20122-2023-PRONIS-CG.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL N° 050-2021-VIVIENDA-VMCS-PNSR,2021-03-01,2021-03-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c17afbdb-535b-4a08-9924-1f0c288406e1/RESOLUCI%c3%93N%20DIRECTORAL%20N%c2%b0%20050-2021-VIVIENDA-VMCS-PNSR.pdf,1,2026-03-27
RESOLUCIÓN GERENCIAL N° 044-2023-GRSM-PEAM-GG,2023-10-10,2023-10-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/60d354b0-fc04-49a0-8e9e-b2ae091db216/RESOLUCI%c3%93N%20GERENCIAL%20N%c2%b0%20044-2023-GRSM-PEAM-GG.pdf,1,2026-03-27
OFICIO N° 069-2025-MPSC-A,2025-02-14,2025-02-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/8a772530-e640-4a9b-99e4-479bd24b1800/OFICIO%20N%c2%b0%20069-2025-MPSC-A.pdf,1,2026-03-27
OFICIO N° 00004-2022-MINEDU-VMGI-PEIPEB-OTI,2022-04-19,2022-04-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d629677f-0d48-430b-a08e-9b5ed998cbca/OFICIO%20N%c2%b0%2000004-2022-MINEDU-VMGI-PEIPEB-OTI.pdf,1,2026-03-27
OFICIO N° 770 - ALCHN-RECT-UNI-2023,2023-07-31,2023-09-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/746e72d2-86b2-46b1-90d7-46dec6331235/OFICIO%20N%c2%b0%20770%20-%20ALCHN-RECT-UNI-2023.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL EJECUTIVA N° 0042-2024-PEL-PEL,2024-02-27,2024-02-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a421fad5-6baa-4203-8868-1a9161d1ba38/RESOLUCI%c3%93N%20DIRECTORAL%20EJECUTIVA%20N%c2%b0%200042-2024-PEL-PEL.pdf,1,2026-03-27
OFICIO N° 000983-2025-SIS-J,2025-08-27,2025-09-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f33cda27-63ed-4f3c-bc3d-7a0af1346629/OFICIO%20N%c2%b0%20000983-2025-SIS-J.pdf,1,2026-03-27
RESOLUCIÓN RECTORAL N° 064-2026-R,2026-02-12,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/09873ba0-e770-49bb-af7e-fc149d830d45/RESOLUCI%c3%93N%20RECTORAL%20N%c2%b0%20064-2026-R.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 175-2025-ALC-MPT,2025-11-03,2026-02-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/91be1482-62bd-44fa-93f6-94f39df326ea/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20175-2025-ALC-MPT.pdf,1,2026-03-27
MEMORANDO N°1-2021-2021-MPT-PDTT-DITM,2021-09-21,2020-10-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a1dc7b49-2029-40d3-8750-7dce764f835a/MEMORANDO%20N%c2%b01-2021-2021-MPT-PDTT-DITM.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 001-004-00004555,2021-02-26,2021-02-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6588907d-c371-4c71-93c3-73a1e4e2e441/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20001-004-00004555.pdf,1,2026-03-27
OFICIO N° D000028-2025-SAT-OPP,2025-09-05,2025-09-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/39fc48ed-08aa-490a-9899-3c38cccec507/OFICIO%20N%c2%b0%20D000028-2025-SAT-OPP.pdf,1,2026-03-27
OFICIO Nª 000150-2026-UNHEVAL-R,2026-03-06,2026-03-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6576a010-7b7e-4dbf-8843-5c3dbc7b9e7e/OFICIO%20N%c2%aa%20000150-2026-UNHEVAL-R.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 27-2026-ALC-MPC,2026-02-09,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1160e237-4241-4be0-a1ca-3534b597d443/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%2027-2026-ALC-MPC.pdf,1,2026-03-27
OFICIO N° 276-2024-UNIA-R,2024-11-05,2025-08-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e257a68a-a563-4bd1-983d-3e662e5f09cd/OFICIO%20N%c2%b0%20276-2024-UNIA-R.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA MUNICIPAL N° 022-2026-GM-MPS,2026-01-21,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/838d9697-442a-4dd1-aa82-0be032f51637/RESOLUCI%c3%93N%20DE%20GERENCIA%20MUNICIPAL%20N%c2%b0%20022-2026-GM-MPS.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA GENERAL N° 422-2024-GG,2024-09-02,2025-11-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9986edf3-29ab-46a9-a64a-1757cd99cbce/RESOLUCI%c3%93N%20DE%20GERENCIA%20GENERAL%20N%c2%b0%20422-2024-GG.pdf,1,2026-03-27
OFICIO N° 0597-2022-SEMSAC-GAF-TIC,2022-11-07,2022-11-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4c424835-d837-45d4-96f4-5a2f109ac387/OFICIO%20N%c2%b0%200597-2022-SEMSAC-GAF-TIC.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 493-2024-A-MPJB,2025-11-18,2025-03-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/aa1e063a-e9f4-4078-a781-71baf5bbf35a/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20493-2024-A-MPJB.pdf,1,2026-03-27
OFICIO N° 070-2025-UNIFSLB-P,2025-02-27,2025-07-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d912c02e-dfdf-4c65-b17d-68f3a5a8aa5f/OFICIO%20N%c2%b0%20070-2025-UNIFSLB-P.pdf,1,2026-03-27
RESOLUCIÓN DE SECRETARÍA GENERAL N° 122-2023-SG,2023-03-31,2023-03-31,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c62da388-7ac2-4751-8ef6-cc510763eca2/RESOLUCI%c3%93N%20DE%20SECRETAR%c3%8dA%20GENERAL%20N%c2%b0%20122-2023-SG.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA EJECUTIVA N° 103-2021-02-00,2021-06-21,2021-06-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/dbfa8d33-35a3-4ddb-96ab-0c7352c98235/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20103-2021-02-00.pdf,1,2026-03-27
OFICIO N° 064-2025-GGM-A-MPJB,2025-03-06,2025-03-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6c3b06be-63d8-48b5-b7c4-bcd7ad82afee/OFICIO%20N%c2%b0%20064-2025-GGM-A-MPJB.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA EJECUTIVA N° 215-2017-SENAMHI,2017-11-30,2017-11-30,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/62636032-df6c-4e64-a9e8-fc46ef4f3c1d/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20215-2017-SENAMHI.pdf,1,2026-03-27
OFICIO N° 0065-2022-MIDAGRI-SENASA-OPDI,2022-03-16,2022-03-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/bfbe7706-3d98-4a6d-bdc7-475a9f4f0ae6/OFICIO%20N%c2%b0%200065-2022-MIDAGRI-SENASA-OPDI.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 000097-2023-JF-ONP,2023-06-06,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ececc722-f5d8-4069-966d-773b7577bd11/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20000097-2023-JF-ONP.pdf,1,2026-03-27
OFFICIO N° 00625-2024-GG-ONP,2024-09-24,2023-01-31,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/509f6de9-cb70-4eba-a23d-52d4b7d191b3/OFFICIO%20N%c2%b0%2000625-2024-GG-ONP.PDF,1,2026-03-27
RESOLUCIÓN DE DIRECCIÓN EJECUTIVA N° 000035-2021-MIDAGRI-SERFOR-DE,2021-03-05,2021-03-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/48f26e39-12f6-4d2e-b4c5-1907a8a20558/RESOLUCI%c3%93N%20DE%20DIRECCI%c3%93N%20EJECUTIVA%20N%c2%b0%20000035-2021-MIDAGRI-SERFOR-DE.pdf,1,2026-03-27
OFICIO N° 001749-2021-SG-ONPE,2021-07-27,2021-01-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9deb35aa-ae06-4761-a4ae-8d1bdd76bdf9/OFICIO%20N%c2%b0%20001749-2021-SG-ONPE.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 000287-2021-JN-ONPE,2021-08-04,2021-08-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b88b7d19-2bff-41a4-8bf2-a70d29372689/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20000287-2021-JN-ONPE.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 000045-2026-JN-ONPE,2026-03-20,2026-03-25,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/258fa981-96ca-494d-a5fd-71a9990aca8f/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20000045-2026-JN-ONPE.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA DEL CONSEJO DIRECTIVO N° 00042-2025-OEFA-PCD,2025-05-20,2025-05-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f995124f-8261-46c8-936f-fbd1225c8d51/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20DEL%20CONSEJO%20DIRECTIVO%20N%c2%b0%2000042-2025-OEFA-PCD.pdf,1,2026-03-27
OFICIO N° D000061-2025-OFIS-GG,2025-06-30,2025-07-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/dc2967f7-15c9-4478-948c-bd9af4e708e5/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20D000006-2026-OFIS-PE.pdf,1,2026-03-27
Solicitud de responsable,2025-05-06,2025-05-06,,1,2026-03-27
OFICIO N° 1810-74,2026-03-03,2026-03-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/5b259413-96ce-44f9-921d-7cb85e8bbbbd/OFICIO%20N%c2%b0%201810-74.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA EJECUTIVA N° 065-2021-MIDAGRI-SSE-PE,2021-10-14,2021-10-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/10a5834a-4b10-4be7-8e38-434cfb68ad87/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20065-2021-MIDAGRI-SSE-PE.pdf,1,2026-03-27
CARTA SEAL GG-PLD-0065-2024,2024-06-27,2026-02-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c2001088-39e5-4bd7-bbc7-e8831c1f5d57/CARTA%20SEAL%20GG-PLD-0065-2024.pdf,1,2026-03-27
RESOLUCIÓN DE JEFATURA N° 00008-2022-OSINFOR-01.1,2022-02-14,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1c2683d7-fd33-4d30-8430-977d53b8b709/RESOLUCI%c3%93N%20DE%20JEFATURA%20N%c2%b0%2000008-2022-OSINFOR-01.1.pdf,1,2026-03-27
RESOLUCIÓN DE SUPERINTENDENCIA N° 000055-2020-SUTRAN-SP,2020-11-10,2020-11-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/64b55ded-3075-4316-9032-7f991bbb99e8/RESOLUCI%c3%93N%20DE%20SUPERINTENDENCIA%20N%c2%b0%20000055-2020-SUTRAN-SP.PDF,1,2026-03-27
RESOLUCIÓN DE SUPERINTENDENTE N° 086-2017-SMV-02,2017-09-14,2017-09-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/290ae359-744d-472f-9ae8-c8956f396478/RESOLUCI%c3%93N%20DE%20SUPERINTENDENTE%20N%c2%b0%20086-2017-SMV-02.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA DEL CONSEJO DIRECTIVO OSINERGMIN N° 90-2024-OS-PRES,2024-09-18,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/5dc28bec-53c3-4175-a015-6245c89c3a40/RESOLUCI%c3%93N%20N%c2%b0%2090-2024-OS-PRES.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA DEL CONSEJO DIRECTIVO OSINERGMIN N° 20-2026-OS-PRES,2026-02-17,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/71c3d0fa-aba9-446c-844c-8cb7fda56d76/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20DEL%20CONSEJO%20DIRECTIVO%20OSINERGMIN%20N%c2%b0%2020-2026-OS-PRES.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA N° 0018-2022-PD-OSITRAN,2022-05-19,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f6431031-df83-4331-ab6b-2396d11d08b2/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20N%c2%b0%200018-2022-PD-OSITRAN.pdf,1,2026-03-27
OFICIO N° 207-2017-GA-OSITRAN,2017-04-06,2017-04-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e29078f4-a159-4924-9fc5-9122ebf4f5f2/OFICIO%20N%c2%b0%20207-2017-GA-OSITRAN.PDF,1,2026-03-27
MEMORÁNDUM ELECTRÓNICO N° 00371-2021-1U0000,2021-11-26,2021-11-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2d04c375-66f8-4de7-ba10-bf4b8b2ae2b6/MEMOR%c3%81NDUM%20ELECTR%c3%93NICO%20N%c2%b0%2000371-2021-1U0000.pdf,1,2026-03-27
RESOLUCIÓN N° 020-2017-SBN,2017-03-03,2017-03-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6ceec1e4-d96a-446b-850e-96c1e6dbec22/RESOLUCI%c3%93N%20N%c2%b0%20020-2017-SBN.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA EJECUTIVA N° 000040-2025-OTAS-PE,2025-05-29,2025-06-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2666ea43-2ffe-45e9-b5dd-0b4accfbe38a/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20000040-2025-OTAS-PE.pdf,1,2026-03-27
GGRL-ADMI-GFTI-00721-2025,2025-05-16,2025-05-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6b3f1689-8741-4843-9ffb-622327ba460d/GGRL-ADMI-GFTI-00721-2025.pdf,1,2026-03-27
OFICIO N° 005-2022-SUCAMEC-OGTIC,2022-07-05,2022-07-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/40a6624e-59e8-4e8a-ae3b-c13c68ce37eb/OFICIO%20N%c2%b0%20005-2022-SUCAMEC-OGTIC.pdf,1,2026-03-27
RESOLUCIÓN DE SUPERINTENDENCIA N° 018-2019-SUNEDU,2019-01-18,2019-01-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4ad1cdbd-9b3a-4235-ac84-98199d80f494/RESOLUCI%c3%93N%20DE%20SUPERINTENDENCIA%20N%c2%b0%20018-2019-SUNEDU.pdf,1,2026-03-27
RESOLUCIÓN DE SUPERINTENDENCIA N° 106-2018-SUNAFIL,2018-06-05,2018-06-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a2f15a5e-a1ef-485a-8b64-d707b75fe51e/RESOLUCI%c3%93N%20DE%20SUPERINTENDENCIA%20N%c2%b0%20106-2018-SUNAFIL.pdf,1,2026-03-27
MEMORANDO N° D000056-2026-PCM-OGTI,2026-01-15,2026-01-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/8ec7558f-e004-45ff-ac93-4f0e64975670/MEMORANDO%20N%c2%b0%20D000056-2026-PCM-OGTI.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL EJECUTIVA N° 093-2023-MIDAGRI-DVDAFIR-AGRO RURAL-DE,2023-03-17,2023-03-17,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/103c7188-b495-4d72-8df3-9a0c3d1ed6b4/RESOLUCI%c3%93N%20DIRECTORAL%20EJECUTIVA%20N%c2%b0%20093-2023-MIDAGRI-DVDAFIR-AGRO%20RURAL-DE.pdf,1,2026-03-27
OFICIO N° 1630-2025-MIDAGRI-DVDAFIR-AGRORURAL-DE,2025-08-28,2025-09-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2e2f981c-8bd7-473a-b9ff-3ac47103ff7d/OFICIO%20N%c2%b0%201630-2025-MIDAGRI-DVDAFIR-AGRORURAL-DE.pdf,1,2026-03-27
OFICIO N° 00064-2026-SUNARP-GG,2026-02-20,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9bdbba53-de23-4fba-8590-4e575883760a/OFICIO%20N%c2%b0%2000064-2026-SUNARP-GG.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA N° 060-2022-SUNASS-PE,2022-08-18,2022-08-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e9e116d1-1d94-42fb-a6e9-3ebab778ddfd/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20N%c2%b0%20060-2022-SUNASS-PE.pdf,1,2026-03-27
OFICIO N° 001255-2025-GG-MIGRACIONES,2025-11-10,2025-11-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/53204103-a350-41ba-9a91-b6f4981232fc/OFICIO%20N%c2%b0%20001255-2025-GG-MIGRACIONES.pdf,1,2026-03-27
OFICIO N° 003-2026-OTI-UNSAAC,2026-01-13,2026-02-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/45fcdff5-acd9-4182-b70f-95158a0fe74e/OFICIO%20N%c2%b0%20003-2026-OTI-UNSAAC.pdf,1,2026-03-27
